Number of days after which the document Web View link shared on email will be expired,透过邮件共享的登录链接多久后过期,
OAuth Authorization Code,OAuth的授權碼,
OAuth Bearer Token,OAuth的承載令牌,
OAuth Client,OAuth客戶端,
OAuth Client ID,OAuth客户端ID,
OAuth Provider Settings,OAuth的提供商設置,
OTP App,OTP應用程序,
OTP Issuer Name,OTP發行人名稱,
OTP Secret has been reset. Re-registration will be required on next login.,OTP Secret已被重置。下次登錄時需要重新註冊。,
OTP setup using OTP App was not completed. Please contact Administrator.,使用OTP应用程序的OTP设置未完成。请联系管理员。,
Off,离,
Office,辦公室,
Office 365,Office 365,
Old Password,舊密碼,
Older backups will be automatically deleted,舊的備份將被自動刪除,
On Hold,等候接聽,
On Payment Authorization,付款授权,
"On checking this option, URL will be treated like a jinja template string",勾选后网址是可内嵌变量的jinja模板字符串,
"On {0}, {1} wrote:",在{0}，{1}中寫道：,
Onboard,初始化步骤,
Onboarding Permission,初始化权限,
Onboarding Step,初始化步骤,
Onboarding Step Map,初始化步骤对照表,
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.",一旦提交后无法再修改。只能先取消再点修订按钮，生成新版本后修改。,
"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).",一旦你設置這個，用戶將只能訪問有聯結的文檔（如博客文章）。,
One Last Step,最後一步,
One Time Password (OTP) Registration Code from {},來自{}的一次性密碼（OTP）註冊碼,
One of,之一,
Only 200 inserts allowed in one request,只有200將允許一個請求,
Only Administrator can delete Email Queue,只有管理員可以刪除郵件隊列,
Only Administrator can edit,只有管理員可以編輯,
Only Administrator can save a standard report. Please rename and save.,只有管理員可以保存一個標準的報告。請重新命名並保存。,
Only Administrator is allowed to use Recorder,只允许管理员使用记录器,
Only Allow Edit For,只允許編輯,
Only Options allowed for Data field are:,只有“数据”字段允许的选项是：,
Only Send Records Updated in Last X Hours,只發送記錄在最後X小時更新,
Only for,仅限,
Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,只有必填字段所必需的新記錄。如果你願意，你可以刪除非強制性列。,
Only one {0} can be set as primary.,只能将一个{0}设置为主。,
Only standard DocTypes are allowed to be customized from Customize Form.,只允许从“定制表单”定制标准DocType。,
Only users involved in the document are listed,仅列出单据中涉及的用户,
Open,開,
Open Awesomebar,打开Awesomebar,
Open Document,打开文件,
Open Documents,未结案单据,
Open Help,打开帮助,
Open Link,打開鏈接,
Open Reference Document,打开参考文件,
Open Settings,打开设置,
Open Source Applications for the Web,開源網路應用程式,
Open Translation,打開翻譯,
Open URL in a New Tab,在新标签页中打开URL,
Open a dialog with mandatory fields to create a new record quickly,通过仅含必填字段的对话框快速创建新单据,
Open a module or tool,打開一個模塊或工具,
Open list item,打开列表项,Description of a list view shortcut
Open your authentication app on your mobile phone.,在您的手機上打開您的認證應用程序。,
Open {0},打開{0},
Opened,開業,
Operation,作業,
Operator must be one of {0},運算符必須是{0},
Option 1,選項1,
Option 2,選項2,
Option 3,選項3,
Option {0} for field {1} is not a child table,为字段{1}设置的选项{0}未被定义为是子表,
Optional: Always send to these ids. Each Email Address on a new row,可選：總是發送給這些ID。在新行的每個電子郵件地址,
Optional: The alert will be sent if this expression is true,可選：警報會在這個表達式為true發送,
Options,選項,
Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',選擇“動態鏈接”類型的字段都必須指向另一個鏈接字段的選項為'的DocType“,
Options Help,選項幫助,
Options for select. Each option on a new line.,對於選擇選項。在新的一行每個選項。,
Options for {0} must be set before setting the default value.,必须在设置默认值之前设置{0}的选项。,
Options not set for link field {0},對於鏈接欄位沒有設置選項{0},
Orange,橙色,
Order,訂購,
Org History,組織歷史,
Org History Heading,組織歷史航向,
Orientation,方向,
Original Value,原值,
Other,其它,
Outgoing (SMTP) Settings,发邮件设置,
Outgoing Server,发送邮件服务器,
Outgoing Settings,发邮件设置,
Outgoing email account not correct,傳出的電子郵件帳戶不正確,
Outlook.com,Outlook.com,
Output,產量,
Overview,概况,
Owner,業主,
PDF,PDF,
PDF Page Size,PDF頁面大小,
PDF Settings,PDF設置,
PDF generation failed,PDF生成失敗,
PDF generation failed because of broken image links,PDF生成，因為破碎的圖像鏈接失敗,
PID,进程ID,
Package,包,
Package Import,包导入,
Page,頁面,
Page Break,分頁符,
Page Builder,页面生成器,
Page Building Blocks,页面构建块,
Page HTML,頁面的HTML,
Page Name,網頁名稱,
Page Number,页码,
Page Settings,頁面設置,
Page Shortcuts,页面快速访问,
Page Size,纸张大小,
Page Title,页标题,
Page has expired!,頁已過期！,
Page not found,找不到網頁,
Page {0} of {1},第{0}页，共{1}页,
Parameter,參數,
Parent,親,
Parent DocType,父单据类型,
Parent Field (Tree),父字段(树),
Parent Field must be a valid fieldname,父字段必须是有效的字段名称,
Parent Label,父標籤,
Parent Page,父页面,
Parent Table,父表,
Parent is the name of the document to which the data will get added to.,Parent是將數據添加到的文檔的名稱。,
Partial Success,部分成功,
Participants,參與者,
Passive,被動,
Password,密碼,
Password Reset,密碼重置,
Password Reset Link Generation Limit,密码重置链接生成限制,
Password changed successfully.,密码更换成功。,
Password for Base DN,密碼基礎DN,
Password is required or select Awaiting Password,需要密碼，或者選擇等待密碼,
Password reset instructions have been sent to your email,密碼重置說明已發送到您的電子郵件,
Passwords do not match!,密码不匹配！,
Paste,粘貼,
Patch,補丁,
Patch Log,補丁日誌,
Path,路徑,
Path to CA Certs File,CA Certs文件的路径,
Path to Server Certificate,服务器证书的路径,
Path to private Key File,私钥文件的路径,
Pending,擱置,
Pending Approval,待批准,
Pending Verification,待验证,
Percent,百分比,
Percentage,百分比,
Period,期間,
Perm Level,權限等級,
Permanent,常駐,
Permanently Cancel {0}?,取消{0} ？,
Permanently Submit {0}?,正式提交{0}?,
Permanently delete {0}?,永久刪除{0} ？,
Permission Error,權限錯誤,
Permission Level,權限級別,
Permission Levels,權限級別,
Permission Query,列表权限过滤,
Permission Rules,權限規則,
Permissions,權限,
Permissions are automatically applied to Standard Reports and searches.,權限會自動應用於標準報告和搜索。,
"Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.",權限為對角色和文件類型（DocTypes）的設定值，諸如讀取、寫入、建立、刪除、提交、取消、修改、報表、匯入、匯出、列印、寄信與用戶權限設定等的權限設定。,
Permissions at higher levels are Field Level permissions. All Fields have a Permission Level set against them and the rules defined at that permissions apply to the field. This is useful in case you want to hide or make certain field read-only for certain Roles.,在更高級別的權限是現場級的權限。所有領域都對他們權限級別設置，並在該權限適用於該領域中定義的規則。要隱藏或使某些領域的只讀某些角色，這是在的情況下非常有用。,
"Permissions at level 0 are Document Level permissions, i.e. they are primary for access to the document.",0級權限是文檔級的權限，也就是說，它們是主要用於訪問文件。,
Permissions get applied on Users based on what Roles they are assigned.,套用於用戶的權限設定是根據該用戶被指定的角色而定。,
Permitted Documents For User,對於用戶的許可文件,
Permitted Roles,被授权的角色,
Personal,個人,
Personal Data Deletion Request,个人数据删除请求,
Personal Data Download Request,个人资料下载请求,
Phone,電話,
Phone No.,電話號碼,
Phone Number,电话,
Pick Columns,选择报表输出字段,
Pie,饼图,
Pincode,PIN代碼,
Pink,粉红色,
Places,网站,
Plant,廠,
Please Duplicate this Website Theme to customize.,請複製此網站主題以供客製化。,
Please Install the ldap3 library via pip to use ldap functionality.,请通过pip安装ldap3库以使用ldap功能。,
Please Set Chart,请设置图表,
Please Update SMS Settings,請更新簡訊設定,
Please add a subject to your email,請在您的電子郵件中添加主題,
Please add a valid comment.,请添加有效的评论。,
Please ask your administrator to verify your sign-up,請向管理員詢問，以確認您的註冊,
Please attach a file first.,請先加上附檔。,
Please check the filter values set for Dashboard Chart: {},请检查为仪表盘图表设置的过滤器值：{},
"Please check the value of ""Fetch From"" set for field {0}",请检查为字段{0}设置的“提取自”的值,
Please check your email for verification,請檢查您的電子郵件驗證,
Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,請查看您註冊的電子郵件地址以獲取有關如何繼續的說明。不要關閉這個窗口，因為你必須返回它。,
Please click on the following link to set your new password,請點擊以下鏈接來設置新密碼,
Please close this window,請關閉此窗口,
Please confirm your action to {0} this document.,請確認您對{0}此文檔的操作。,
Please create Card first,请先创建卡,
Please create chart first,请先创建图表,
Please do not change the template headings.,請不要更改模板標題。,
Please duplicate this to make changes,請複製此做出改變,
Please enable pop-ups,請啟用彈出窗口,
Please enable pop-ups in your browser,请在浏览器中启用弹出窗口,
Please ensure that your profile has an email address,請確保您的個人資料有一個電子郵件地址，,
Please enter Access Token URL,請輸入訪問令牌URL,
Please enter Authorize URL,請輸入授權網址,
Please enter Base URL,請輸入基本網址,
Please enter Client ID before social login is enabled,在啟用社交登錄之前，請輸入客戶端ID,
Please enter Client Secret before social login is enabled,在啟用社交登錄之前，請輸入客戶端密碼,
Please enter Redirect URL,請輸入重定向網址,
Please enter a valid email address.,請輸入有效的電子郵件地址。,
Please enter the password,請輸入密碼,
Please enter valid mobile nos,請輸入有效的手機號,
Please find attached {0}: {1},请查找附件{0}：{1},
Please hide the standard navbar items instead of deleting them,请隐藏标准导航栏项目，而不要删除它们,
Please make sure the Reference Communication Docs are not circularly linked.,請確保參考通信文檔不是循環鏈接的。,
Please refresh to get the latest document.,請更新以取得最新的文檔。,
Please save before attaching.,請安裝前儲存。,
Please save the Newsletter before sending,請在發送之前保存信件,
Please save the document before assignment,請保存轉讓前的文件,
Please save the document before removing assignment,請刪除分配之前保存的文檔,
Please save the report first,請先保存報表,
Please save to edit the template.,请保存以编辑模板。,
Please select Company,請選擇公司,
Please select DocType first,請首先選擇的DocType,
Please select Entity Type first,請先選擇實體類型,
Please select Minimum Password Score,請選擇最低密碼分數,
Please select X and Y fields,请选择X和Y轴字段,
Please select a file or url,請選擇一個文件或URL,
Please select a valid csv file with data,請選擇有合格資料的csv檔案,
Please select a valid date filter,请选择一个有效的日期过滤器,
Please select applicable Doctypes,请选择单据类型,
Please select atleast 1 column from {0} to sort/group,請選擇從{0}進行排序/組ATLEAST 1柱,
Please select prefix first,請先選擇前綴稱號,
Please select the Document Type.,請選擇文件類型。,
Please select {0},請選擇{0},
Please set Email Address,請設置電子郵件地址,
Please set a printer mapping for this print format in the Printer Settings,请在“打印机设置”中为此打印格式设置打印机映射,
Please set filters,請設定篩選條件,
Please set filters value in Report Filter table.,請設置在報告過濾表過濾器值。,
Please set the following documents in this Dashboard as standard first.,请首先在此仪表盘中设置以下文档为标准。,
Please set the series to be used.,請設置要使用的系列。,
"Please setup SMS before setting it as an authentication method, via SMS Settings",請通過SMS設置將其設置為身份驗證方式之前設置短信,
Please setup a message first,請先設置一條消息,
Please specify,請註明,
Please specify which date field must be checked,請指定必須檢查哪些日期欄位,
Please specify which value field must be checked,請指定必須檢查哪些值欄位,
Please try again,請再試一次,
Please verify your Email Address,請驗證您的郵箱地址,
Point Allocation Periodicity,能量点分派频率,
Points,点数,
Points Given,送出的评审点数,
Port,端口,
Portal Menu,門戶網站菜單,
Portal Menu Item,門戶菜單項,
Portal Settings,門戶網站設置,
Portrait,纵向打印,
Position,位置,
Post,文章,
Postal,郵政,
Postal Code,郵政編碼,
Posts by {0},帖子{0},
Posts filed under {0},帖子下提出{0},
Precision,精確,
Precision should be between 1 and 6,精度應為1和6之間,
Predictable substitutions like '@' instead of 'a' don't help very much.,可預見的替換像&#39;@&#39;而不是&#39;一&#39;不要太大幫助。,
Preferred Billing Address,偏好的帳單地址,
Preferred Shipping Address,偏好的送貨地址,
Prefix,前缀,
Prepared Report,準備報告,
Prepared Report User,后台运行报表用户,
Preparing Report,准备报表,
Press Alt Key to trigger additional shortcuts in Menu and Sidebar,按Alt键可在菜单和侧边栏中触发其他快速访问,
Press Enter to save,按Enter鍵保存,
Preview,預覽,
Preview HTML,預覽HTML,
Preview Message,預覽消息,
Preview Mode,预览模式,
Preview of generated names,自动生成的单据编号预览,
Previous,上一筆,Go to previous slide
Previous Hash,先前的哈希,
Primary,主要的,
Primary Address,首选地址,
Primary Color,原色,
Primary Contact,首选联系人,
Print,列印,
Print Documents,打印单据,
Print Format,列印格式,
Print Format Builder,列印格式生成器,
Print Format Help,列印格式求助,
Print Format Type,列印格式類型,
Print Format {0} is disabled,列印格式{0}被禁用,
Print Hide,列印隱藏,
Print Hide If No Value,打印隱藏如果沒有值,
Print Sent to the printer!,已发送到打印机！,
Print Server,打印服務器,
Print Settings,列印設置,
Print Style,列印樣式,
Print Style Name,打印樣式名稱,
Print Style Preview,列印樣式預覽,
Print UOM after Quantity,数量后打印UOM,
Print Width,列印寬度,
"Print Width of the field, if the field is a column in a table",列印欄位的寬度，如果該字段是一個表中的列,
Print document,打印单据,
Print taxes with zero amount,打印零金額的稅,
Print with letterhead,打印信頭,
Printer,打印机,
Printer Mapping,打印机映射,
Printer Name,打印機名稱,
Printer Settings,打印机设置,
Printing,列印,
Printing failed,打印失敗,
Priority,優先,
Private,当前帐号可见,
ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,ProTip：添加<code>Reference: {{ reference_doctype }} {{ reference_name }}</code>發送文檔引用,
Proceed Anyway,仍要继续,
Processing,處理,
Processing...,處理...,
Progress,進展,
Project,專案,
Property,屬性,
Property Depends On,动态必填与只读属性,
Property Setter,屬性設定器,
Property Setter overrides a standard DocType or Field property,物業二傳手覆蓋標準的DocType或實地房產,
Property Type,屬性類型,
"Provide a list of allowed file extensions for file uploads. Each line should contain one allowed file type. If unset, all file extensions are allowed. Example: <br>CSV<br>JPG<br>PNG",提供允许上传文件类型的列表。每行填写一种文件扩展名。如果留空，则不限制上传文件类型。例如： <br>CSV<br>JPG<br>PNG,
Provider,提供商,
Provider Name,提供者名稱,
Public,公開,
Publish,发布,
Published,已發行,
Published On,發表於,
Published on,发表于,
Pull from Google Calendar,从Google日历中提取,
Pull from Google Contacts,从Google通讯录中提取,
Pulled from Google Calendar,从Google日历中拉出,
Pulled from Google Contacts,来自Google通讯录,
Purchase Manager,採購經理,
Purchase Master Manager,採購主檔經理,
Purchase User,購買用戶,
Purple,紫色,
Push to Google Calendar,推送到Google日历,
Push to Google Contacts,推送到Google通讯录,
QR Code,二維碼,
QR Code for Login Verification,用於登錄驗證的QR碼,
QZ Tray Connection Active!,QZ托盘连接有效！,
QZ Tray Failed: ,QZ托盘失败：,
Quarter Day,季,
Quarterly,每季,
Query,查詢,
Query / Script,SQL查询 / Python脚本,
Query Options,查詢選項,
Query Parameters,查询参数,
Query Report,查詢報表,
Queue,队列,
Queue Type(s),队列类型,
Queue in Background (BETA),启用后台提交(试验功能),
Queue should be one of {0},隊列應該是{0},
Queue(s),队列,
Queued,排隊,
Queued for backup. It may take a few minutes to an hour.,排隊等待備份。這可能需要幾分鐘到一個小時。,
Queued for backup. You will receive an email with the download link,排隊備份。您將收到一封包含下載鏈接的電子郵件,
Quick Entry,快速入門,
Quick Help for Setting Permissions,設定權限快速求助,
Quick List Filter,筛选条件,
Quick Lists,快速访问列表,
RAW Information Log,RAW信息日志,
RQ Job,RQ后台任务,
RQ Worker,RQ后台进程,
Random,随机,
Range,範圍,
Rank,序号,
Rating,評分,
Raw Commands,原生命令,
Raw Email,原始電子郵件,
Raw Printing,原生打印,
Re:,回复：,
Re: {0},回复：{0},
Read,閱讀,
Read Only,只讀,
Read Only Depends On,是否只读先决条件,
Read Only Depends On (JS),只读先决条件(JS),
Read Time,阅读时间,
Read by Recipient,由收件人閱讀,
Read by Recipient On,由收件人閱讀,
Reason,原因,
Rebuild,重新生成,
Rebuild Tree,重新生成树形结构,
Received,已收货,
Receiver By Document Field,收件人(单据字段),
Receiver By Role,收件人(用户角色),
Receiver Parameter,收受方參數,
Recent Activity,近期活动,
Recent years are easy to guess.,近年來，很容易被猜到。,
Recents,最近,
Recipient,接受者,
Recipient Unsubscribed,收件人取消訂閱,
Recipients,受助人,
Recorder,程序运行记录,
Records for following doctypes will be filtered,以下文檔類型的記錄將被過濾,
Red,紅,
Redirect URI Bound To Auth Code,重定向URI勢必授權碼,
Redirect URIs,重定向的URI,
Redirect URL,URL重定向,
Redirects,重定向,
Redis cache server not running. Please contact Administrator / Tech support,Redis的暫存服務器無法運行。請聯絡管理員/技術支持,
Redo,恢复,
Ref DocType,參考的DocType,
Reference,參考,
Reference Date,參考日期,
Reference DocName,DocName參照,
Reference DocType,DocType參照,
Reference DocType and Reference Name are required,參考的DocType和參考名稱是必需的,
Reference Docname,参考DocName,
Reference Doctype,源单据类型,
Reference Document,參考文獻,
Reference Document Name,參考文件名稱,
Reference Document Type,參考文檔類型,
Reference Name,參考名稱,
Reference Owner,參考者,
Reference Report,参考报表,
Reference Type,參考類型,
Reference document has been cancelled,源单据已被取消,
Reference name,源单据,
Reference: {0} {1},參考：{0} {1},
Referrer,推荐人,
Refresh,重新載入,
Refresh All,全部刷新,
Refresh Google Sheet,刷新Google表格,
Refresh Token,刷新令牌,
Refreshing,清爽,Document count in list view
Refreshing...,更新中...,
Registered but disabled,註冊但被禁用,
Rejected,拒絕,
Relink,重新鏈接,
Relink Communication,重新鏈接通訊,
Relinked,重新鏈接,
Reload,重新載入,
Reload File,重新加载数据,
Reload Report,重新加载报表,
Remember Last Selected Value,記得去年選定的值,
Remind At,提醒时间,
Remind Me,提醒我,
Remind Me In,提醒频率,
Reminder,提醒,
Reminder set at {0},已设置在 {0} 时提醒,
Remove,移除,
Remove Failed Jobs,删除运行出错的任务,
Remove Field,刪除字段,
Remove Filter,刪除過濾器,
Remove Section,刪除部分,
Remove all customizations?,刪除所有自定義？,
Remove column,移除列,
Removed {0},刪除{0},
Rename,修改编号(名称),
Rename Fieldname,修改字段名,
Rename {0},修改{0}的编号,
"Renamed files and replaced code in controllers, please check!",已变更文件名并替换了控制器类中的代码，请检查！,
Reopen,重新打開,
Repeat,重复,
Repeat Header and Footer,非首页也显示页首页尾,
Repeat On,重複在,
Repeat Till,重複直到,
Repeat on Day,一天重複,
Repeat on Last Day of the Month,在本月的最后一天重复,
Repeat this Event,重複此事件,
"Repeats like ""aaa"" are easy to guess",像“AAA”重複很容易被猜到,
"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",重複像“ABCABCABC”只稍硬比“ABC”猜測,
Repeats {0},重复{0},
Replied,已回复,
Reply,回复,
Reply All,全部回复,
Report,報告,
Report Builder,報表生成器,
Report Column,报告栏,
Report Description,报告说明,
Report Document Error,报告文件错误,
Report Filter,报告过滤器,
Report Filters,報告過濾器,
Report Hide,報告隱藏,
Report Information,报告信息,
Report Manager,報告管理,
Report Name,報告名稱,
Report Reference Doctype,报告参考文档类型,
Report Type,報告類型,
Report View,报表视图,
Report an Issue,報告問題,
Report cannot be set for Single types,報告不能單類型設置,
"Report has no data, please modify the filters or change the Report Name",报告中没有数据，请修改过滤器或更改报告名称,
"Report has no numeric fields, please change the Report Name",报告没有数字字段，请更改报告名称,
Report updated successfully,报表已成功更新,
Report was not saved (there were errors),報告沒有被保存（有錯誤）,
Report with more than 10 columns looks better in Landscape mode.,在横向模式下，超过10列的报告看起来更好。,
Report {0},報告{0},
Report {0} is disabled,報告{0}無效,
Report:,報告：,
Reports,報告,
Reports & Masters,报表与主数据,
Reports already in Queue,报表已在队列中,
Represents a User in the system.,表示系統中一個用戶。,
Represents the states allowed in one document and role assigned to change the state.,代表一個文檔和角色分配給改變國家允許的狀態。,
Request Body,请求内容,
Request Data,請求數據,
Request Headers,请求头,
Request Method,请求方法,
Request Structure,请求数据格式,
Request Timed Out,請求超時,
Request Timeout,请求超时,
Request URL,請求URL,
Requested Numbers,請求號碼,
Require Trusted Certificate,需要可信证书,
Res: {0},分辨率：{0},
Reset,重啟,
Reset All Customizations,恢复标准设置,
Reset Chart,重置图表,
Reset Fields,重新设置领域,
Reset LDAP Password,重置LDAP密码,
Reset Layout,重置,
Reset OTP Secret,重置OTP密碼,
Reset Password,重設密碼,
Reset Password Key,重設密碼鍵值,
Reset Password Link Expiry Duration,重置密码间隔,
Reset Password Template,密码重置模板,
Reset Permissions for {0}?,對{0}重置權限？,
Reset sorting,重置排序,
Reset the password for your account,重置账户密码,
Reset to default,恢复默认设置,
Reset to defaults,重置為預設值,
Reset your password,重置你的密碼,
Response,回應,
Response Type,響應類型,
Restore,恢復,
Restore Original Permissions,恢復原始權限,
Restore to default settings?,恢復到默認設置？,
Restored,恢復,
Restoring Deleted Document,恢复已删除的文档,
Restrict IP,限制IP,
Restrict To Domain,限制行业,
Restrict to Domain,限制行业,
Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),僅限此IP地址用戶。多個IP地址可以通過用逗號分隔的方式輸入。也接受部分的IP地址區段如（111.111.111）,
Restrictions,权限限制清单,Title of message showing restrictions in list view
Result,成績,
Resume Sending,發送簡歷,
Retry,重試,
Retry Sending,重新发送,
Return to the Verification screen and enter the code displayed by your authentication app,返回驗證屏幕，並輸入您的身份驗證應用程序顯示的代碼,
Reverse Icon Color,反向圖標顏色,
Revert,撤销,
Revert Of,撤销,
Reverted,撤回,
Reverting length to {0} for '{1}' in '{2}'. Setting the length as {3} will cause truncation of data.,将“ {2}”中“ {1}”的长度恢复为{0}。将长度设置为{3}将导致数据截断。,
Review,评审,
Review Level,审查级别,
Review Levels,评审级别,
Review Points,评审点数,
Reviews,评审,
Revoke,撤销,
Revoked,撤銷,
Rich Text,富文本,
Right,右邊,
Right Bottom,右侧底部,
Right Center,右侧中间,
Robots.txt,的robots.txt,
Role,角色,
Role Name,角色名稱,
Role Permission for Page and Report,角色權限頁和報告,
Role Permissions,角色權限,
Role Permissions Manager,角色權限管理,
Role Profile,岗位,
Role and Level,角色和級別,
Roles,角色,
Roles & Permissions,角色和权限,
Roles Assigned,角色指定,
Roles HTML,角色的HTML,
Roles Html,角色HTML,
Roles can be set for users from their User page.,角色可以從他們的用戶頁面的用戶進行設置。,
Root {0} cannot be deleted,root{0}無法刪除,
Round Robin,依序轮流,
Rounding Method,圆整方式,
Route,路線,
Route History,路線歷史,
Route Redirects,网址重定向,
"Route: Example ""/desk""",路线：示例“ / desk”,
Row,列,
Row #,行号,
Row #{0}:,列#{0}：,
Row Index,行索引,
Row Name,行名,
Row Number,行号,
Row Values Changed,明细表变更,
Row {0},第{0}行,
Row {0}: Not allowed to disable Mandatory for standard fields,行{0}：不允許禁用標準域的強制性,
Row {0}: Not allowed to enable Allow on Submit for standard fields,行{0}：不允許啟用允許對提交的標準字段,
Rows Added,新增行,
Rows Removed,刪除行,
Rule,规则,
Rule Conditions,规则条件,
Rule Name,规则名称,
Rules defining transition of state in the workflow.,規則乃定義作業流程內狀態的轉變,
"Rules for how states are transitions, like next state and which role is allowed to change state etc.",規則的狀態是如何過渡，例如下一個狀態以及何種角色允許改變狀態等。,
Rules with higher priority number will be applied first.,优先级较高的规则将首先应用。,
Run Jobs only Daily if Inactive For (Days),仅在几天未执行后改为每天执行,
Run scheduled jobs only if checked,僅執行勾選的排定工作,
S3 Backup Settings,S3備份設置,
S3 Backup complete!,S3備份完成！,
S3 Bucket Details,S3铲斗详细信息,
SMS,短信,
SMS Gateway URL,短信閘道的URL,
SMS Log,短信日誌,
SMS Parameter,短信參數,
SMS Settings,簡訊設定,
SMS sent to following numbers: {0},短信發送至以下號碼：{0},
SMS was not sent. Please contact Administrator.,短信未发送。请联系管理员。,
SMTP Settings for outgoing emails,SMTP設置外發郵件,
"SQL Conditions. Example: status=""Open""",SQL條件。例如：狀態=“打開”,
SQL Explain,SQL解析,
SQL Queries,SQL查询,
SSL/TLS Mode,SSL / TLS模式,
Sales Manager,銷售經理,
Sales Master Manager,銷售主檔經理,
Sales User,銷售用戶,
Salesforce,銷售隊伍,
Salutation,招呼,
Same Field is entered more than once,相同字段不止一次輸入,
Sample,樣品,
Saturday,星期六,
Save,儲存,
Save Anyway,仍然保存,
Save As,另存為,
Save Filter,保存過濾器,
Save Report,保存报表,
Save filters,保存过滤条件,
Saved,已儲存,
Saving,儲存中,
Saving...,保存...,
Scan the QR Code and enter the resulting code displayed.,掃描QR碼並輸入顯示的結果代碼。,
Schedule,時間表,
Scheduled,預定,
Scheduled Job,预定工作,
Scheduled Job Log,后台任务运行日志,
Scheduled Job Type,已排程后台任务,
Scheduled To Send,预定发送,
Scheduled execution for script {0} has updated,脚本{0}的计划执行已更新,
Scheduled to send,計劃送,
Scheduler Event,后台任务事件,
Scheduler Inactive,后台任务未启动,
Scheduler is inactive. Cannot import data.,后台任务未启动，无法导入数据,
Scheduler: Active,后台任务:运行中,
Scheduler: Inactive,后台任务:未运行,
Scope,範圍,
Scopes,領域,
Script,腳本,
Script Manager,脚本管理员,
Script Report,腳本報告,
Script Type,腳本類型,
Script to attach to all web pages.,腳本安裝到所有網頁。,
Scripting,脚本,
Search,搜索,
Search Bar,搜索框,
Search Fields,搜索欄位,
Search Help,搜索幫助,
Search Priorities,搜索优先级,
Search Results,搜索結果,
Search Results for,搜索结果,
Search by filename or extension,按文件名或后缀搜索,
Search field {0} is not valid,搜索欄{0}無效,
Search fields,搜索字段,
Search for anything,搜索任何內容,
Search for icons...,搜索图标...,
Search in a document type,對文檔類型搜索,
Search or type a command (Ctrl + G),搜索或输入命令 (Ctrl + G),
Search results for,為。。。。尋找結果,
Search...,搜索...,
Searching ...,正在搜尋...,
Section,部分,
Section Break,分節符,
Section Heading,標題節,
Security Settings,安全設置,
See all past reports.,查看所有过去的报表。,
See on Website,查看網站,
See the document at {0},請參閱{0}處的文檔,
Seen,可見,
Seen By,看到通過,
Seen By Table,通過看表,
Select,選擇,
Select All,全選,
Select Attachments,選擇附件,
Select Child Table,选择子表,
Select Column,選擇列,
Select Columns,選擇列,
Select Dashboard,选择仪表板,
Select Date Range,选择日期范围,
Select DocType,選擇DocType,
Select Doctype,选择单据类型,
Select Document,选择单据,
Select Document Type,選擇文件類型,
Select Document Type or Role to start.,選擇文件類型或角色開始。,
Select Document Types to set which User Permissions are used to limit access.,選擇文件類型來設置該用戶的權限來限制訪問。,
Select Field,选择字段,
Select Field...,选择字段,
Select Fields,选择字段,
Select Fields To Insert,选择字段,
Select Fields To Update,选择要更新的字段,
Select Filters,选择过滤条件,
Select From Date,从日期选择,
Select Google Calendar to which event should be synced.,选择要同步哪个事件的Google日历。,
Select Google Contacts to which contact should be synced.,选择要同步联系人的Google通讯录。,
Select Group By...,选择分组字段,
Select Language,选择语言,
Select Mandatory,选择必填字段,
Select Module,選擇模塊,
Select Network Printer,选择网络打印机,
Select Print Format,選擇列印格式,
Select Print Format to Edit,選擇編輯的列印格式,
Select Table Columns for {0},選擇表列{0},
Select Transaction,選擇交易,
Select a Brand Image first.,首先選擇一個品牌形象。,
Select a DocType to make a new format,選擇一個DOCTYPE做出新的格式,
Select a document to preview request data,选择一个单据预览发送的请求数据,
Select a group node first.,首先選擇一組節點。,
Select a valid Sender Field for creating documents from Email,选择一个有效的发件人字段以通过电子邮件创建文档,
Select a valid Subject field for creating documents from Email,选择一个有效的主题字段以通过电子邮件创建文档,
Select an existing format to edit or start a new format.,選擇現有格式來編輯或開始一個新的格式。,
Select an image of approx width 150px with a transparent background for best results.,選擇約寬150像素的透明背景圖像以獲得最佳效果。,
Select atleast 1 record for printing,選擇打印ATLEAST 1紀錄,
Select atleast 2 actions,选择至少2个操作,
Select list item,选择列表项,Description of a list view shortcut
Select multiple list items,选择多个列表项,Description of a list view shortcut
Select or drag across time slots to create a new event.,選擇或拖動整個時間條，以創建一個新的事件。,
Select records for assignment,用於分配選擇記錄,
Select the label after which you want to insert new field.,之後要插入新字段中選擇的標籤。,
Select two versions to view the diff.,选择两个版本比较差异,
Select {0},選擇{0},
Self approval is not allowed,不允許自我批准,
Send,發送,
Send After,發送後,
